Province,Centre,Zone,Neighbourhood,Dwelling Type ,Bachelor ,1 Bedroom,2 Bedroom,3 Bedroom +,Total ,Year
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Row,,,,,,2020
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Pointe-aux-Trembles,Apt & Other,646.0,678.0,763.0,872.0,763.0,2020
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Row,,,,,,2020
Que,Montréal,Pte-aux-Trembles/Montréal-E etc.,Rivière-des-Prairies,Apt & Other,,612.0,765.0,885.0,759.0,2020
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Row,,,,,,2020
Que,Montréal,Chomedey/Sainte-Dorothée,Sainte-Dorothée,Apt & Other,,833.0,991.0,,966.0,2020
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Row,,,,,,2020
Que,Montréal,Chomedey/Sainte-Dorothée,Chomedey,Apt & Other,659.0,927.0,1051.0,1263.0,1040.0,2020
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Row,,,,,,2020
Que,Montréal,Laval-des-Rapides,Laval-des-Rapides,Apt & Other,591.0,690.0,763.0,880.0,756.0,2020
Que,Montréal,Pont-Viau,Pont-Viau,Row,,,,,,2020
Que,Montréal,Pont-Viau,Pont-Viau,Apt & Other,752.0,999.0,856.0,841.0,874.0,2020
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Row,,,,,,2020
Que,Montréal,St-François/St-Vincent/Duvernay,Duvernay,Apt & Other,,,,,,2020
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Row,,,,,,2020
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-Vincent-de-Paul,Apt & Other,576.0,822.0,799.0,791.0,798.0,2020
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Row,,,,,,2020
Que,Montréal,St-François/St-Vincent/Duvernay,Saint-François,Apt & Other,,,,,741.0,2020
Que,Montréal,Vimont/Auteuil,Vimont,Row,,,,,,2020
Que,Montréal,Vimont/Auteuil,Vimont,Apt & Other,,785.0,831.0,962.0,846.0,2020
Que,Montréal,Vimont/Auteuil,Auteuil,Row,,,,,,2020
Que,Montréal,Vimont/Auteuil,Auteuil,Apt & Other,,926.0,918.0,1115.0,929.0,2020
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Row,,,,,,2020
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Sainte-Rose,Apt & Other,619.0,696.0,797.0,1103.0,813.0,2020
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Row,,,,,,2020
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Fabreville,Apt & Other,,1100.0,1010.0,1129.0,1045.0,2020
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Row,,,,,,2020
Que,Montréal,Laval-Ouest/Fabreville/Ste-Rose,Laval-Ouest,Apt & Other,,,,,,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Row,,,,,,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Deux-Montagnes,Apt & Other,,660.0,746.0,1030.0,871.0,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Row,,,,,,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Sainte-Marthe-sur-le-Lac,Apt & Other,,,,,,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Row,,,,,,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Saint-Eustache,Apt & Other,554.0,671.0,776.0,1042.0,819.0,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Row,,,,,,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,St-Joseph-du-Lac/Pte-Calumet/Oka,Apt & Other,,,,,,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Row,,,,1424.0,1220.0,2020
Que,Montréal,Mirabel/Oka/Pointe-Calumet etc.,Mirabel/Saint-Placide,Apt & Other,,841.0,957.0,1129.0,984.0,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Row,,,,,,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Boisbriand,Apt & Other,756.0,995.0,862.0,1007.0,914.0,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Row,,,,,,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Thérèse,Apt & Other,622.0,663.0,786.0,1166.0,887.0,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Row,,,,,,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Lorraine/Rosemère/Blainville,Apt & Other,,1048.0,1176.0,,1152.0,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Row,,,,,,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Bois-des-Filion,Apt & Other,,,,,,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Row,,,,,,2020
Que,Montréal,Blainville/Ste-Thérèse etc.,Sainte-Anne-des-Plaines,Apt & Other,,767.0,923.0,,900.0,2020
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Row,,,,,,2020
Que,Montréal,Mascouche/Terrebonne etc.,Terrebonne,Apt & Other,557.0,811.0,921.0,1153.0,927.0,2020
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Row,,,,,,2020
Que,Montréal,Mascouche/Terrebonne etc.,Lachenaie,Apt & Other,810.0,787.0,985.0,1491.0,1051.0,2020
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Row,,,,,,2020
Que,Montréal,Mascouche/Terrebonne etc.,Mascouche,Apt & Other,,736.0,930.0,1309.0,970.0,2020
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Row,,,,,,2020
Que,Montréal,Mascouche/Terrebonne etc.,La Plaine,Apt & Other,,,742.0,871.0,813.0,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Row,,,,,,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,Charlemagne,Apt & Other,534.0,628.0,848.0,825.0,811.0,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Row,,,,,,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,Repentigny,Apt & Other,596.0,735.0,833.0,941.0,824.0,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Row,,,,,,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,Le Gardeur,Apt & Other,,,808.0,,817.0,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Row,,,,,,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Assomption/St-Sulpice,Apt & Other,,,790.0,,796.0,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Row,,,,,,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,L'Épiphanie/St-Gerard-Majella,Apt & Other,,,810.0,977.0,862.0,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Row,,,,,,2020
Que,Montréal,L'Assomption/Lavaltrie etc.,Lavaltrie,Apt & Other,,,882.0,1023.0,901.0,2020
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Row,,,,,,2020
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Antoine,Apt & Other,,565.0,706.0,911.0,711.0,2020
Que,Montréal,St-Jérôme/Gore/St-Colomban etc.,Saint-Jérôme,Row,,,,,,2020
